Contrato,Cliente,DataContrato,Produto,Banco,NomeBanco,Moeda,TaxaCambio,Qtd_Prestacao,V_Contrato,T_Pago,T_Cancelado,T_Desconto,Saldo,DataUltPrestacao,QtdPrestAbertas,DataUltParcela,QtdPrestVencer
9.010000099E9,60812,2003-04-10,CARTA DE CREDITO,153,CREDIT SUISSE F,R$,1.0,3,2.7941279E7,2000025.0,85571.23999999999,943868.55,2.491181421E7,2013-10-01,"",2013-10-01,""
9.010000103E9,60812,2003-04-10,CARTA DE CREDITO,153,CREDIT SUISSE F,R$,1.0,2,83833.59,1315253.59,0.0,0.0,-1231420.0,2003-05-31,"",2003-05-31,""
9.010000104E9,59097,2004-01-07,GARANTIA,395,BANCO BRADESCO ARGENTINA S.A.,USD,3.8234,1,324989.0,324607.04234000004,0.0,0.0,381.9576599999564,2004-02-13,"",2004-02-13,""
9.010000105E9,60812,2005-01-04,CARTA DE CREDITO,441,BANCO DEL ESTADO DE CHILE,USD,3.8234,1,148542.9134,148424.388,76.468,3.8234,38.23399999998407,2005-05-31,"",2005-05-31,""
9.010000106E9,60812,2006-04-06,CARTA DE CREDITO,41,BANCA MONTE DEI PASCHI DI SIENA SPA,EUR,4.3564,2,771082.7999999999,2115032.2,0.0,0.0,-1343949.4,2006-11-24,"",2006-11-24,""
9.010000107E9,5940,2007-01-17,CARTA DE CREDITO,543,STATE BANK OF INDIA,USD,3.8234,1,291281.676196,291274.029396,0.0,0.0,7.6467999999877065,2007-06-04,"",2007-06-04,""
9.010000113E9,100,2013-01-10,FIRCE 26,222,BANCO BRADESCO S.A.,USD,3.8234,45,6978064.399599999,5996593.7962,0.0,0.0,981470.6034,2019-12-10,30,2019-12-10,4
9.010000203E9,60812,2003-04-10,FIRCE 26,42,THE BANK OF NEW YORK,USD,3.8234,1,18813.957316,18813.957316,0.0,0.0,0.0,2003-05-15,"",2003-05-15,""
9.010000204E9,59097,2004-01-07,GARANTIA,524,BANCO DE LA REPUB.ORIENTAL DEL URUG,USD,3.8234,1,285225.64,285225.64,0.0,0.0,0.0,2004-03-06,"",2004-03-06,""
9.010000205E9,61775,2005-01-20,FINANCEIRO,222,BANCO BRADESCO S.A.,USD,3.8234,2,118502.536068,128.925048,382.34,229.404,117761.86702,2015-09-12,1,2015-09-12,""
9.010000206E9,60812,2013-09-30,FINANCEIRO,222,BANCO BRADESCO S.A.,USD,3.8234,99,6.635514125766408E7,5.106153934596401E7,3823401.9117,191170.0,1.127903E7,2014-07-03,"",2014-07-03,""
9.010000213E9,100,2013-01-14,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,12,73029.99872,20458.24872,0.0,0.0,52571.75,2015-12-30,11,2015-12-30,""
9.010000215E9,60812,2016-02-19,FINANCEIRO,45,BANCO DE COMERCIO EXTERIOR S.A.,USD,3.8234,2,9.038994052991E7,9.02369963096E7,0.0,0.0,152944.22031000257,2015-06-10,"",2015-06-10,""
9.010000217E9,5940,2017-01-06,FIANCA,222,BANCO BRADESCO S.A.,USD,3.8234,1,382340.0,3823.4,1911.7,1529.36,375075.54,2017-07-05,1,2018-11-22,""
9.010000217E9,5940,2017-01-06,FIANCA,10,BANK OF AMERICA N.A.,USD,3.8234,1,3.8234,0.0,0.0,0.0,3.8234,2018-11-22,1,2018-11-22,""
9.010000305E9,61775,2005-01-14,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,131146.596336,131146.596336,0.0,0.0,0.0,2005-07-13,"",2005-07-13,""
9.010000306E9,819,2006-11-24,IMPORTACAO,41,BANCA MONTE DEI PASCHI DI SIENA SPA,EUR,4.3564,8,803111.92408,207839.139088,0.0,0.0,595272.784992,2008-11-21,6,2008-11-21,""
9.010000307E9,224,2007-02-05,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,499334.013598,499334.013598,0.0,0.0,0.0,2007-03-07,"",2007-03-07,""
9.010000313E9,5940,2013-01-11,FIRCE 26,222,BANCO BRADESCO S.A.,USD,3.8234,20,6444022.134312,435.33232399999997,0.0,0.0,6443586.801988,2019-10-24,19,2019-10-24,""
9.010000315E9,60812,2015-04-30,FINANCEIRO,10,BANK OF AMERICA N.A.,USD,3.8234,2,9.037088183676E7,0.0,0.0,0.0,9.037088183676E7,2015-06-10,2,2015-06-10,""
9.010000318E9,44221,2019-06-25,IMPORTACAO,30,THE LA RUE CO. PLC,USD,3.8234,3,191170.0,0.0,0.0,0.0,191170.0,2019-08-07,3,2019-08-07,""
9.010000403E9,60812,2003-04-10,FIRCE 26,52,BANCO POPULAR ESPANHOL S.A.,USD,3.8234,2,234847.87162199998,234847.87162199998,0.0,0.0,0.0,2003-05-15,"",2003-05-15,""
9.010000404E9,429,2004-01-08,CARTA DE CREDITO,302,STANDARD CHARTERED FIRST BANK KOREA,USD,3.8234,2,366128.784,366128.784,0.0,0.0,0.0,2004-03-03,"",2004-03-03,""
9.010000405E9,61775,2005-01-18,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,419848.548084,419848.548084,0.0,0.0,0.0,2005-07-15,1,2016-01-10,""
9.010000405E9,61775,2005-01-18,IMPORTACAO,13,BANCO BRADESCO S.A.,USD,3.8234,1,3823.4,0.0,0.0,0.0,3823.4,2016-01-10,1,2016-01-10,""
9.010000406E9,60812,2006-01-03,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,332516.31875000003,42.0574,0.0,0.0,332474.26135,2016-01-10,1,2016-01-10,""
9.010000407E9,60812,2007-01-02,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,3,8.373246E8,8.373246E8,0.0,0.0,0.0,2007-10-31,"",2007-10-31,""
9.010000413E9,5940,2013-01-14,CARTA DE CREDITO,222,BANCO BRADESCO S.A.,USD,3.8234,2,439691.0,0.0,0.0,0.0,439691.0,2013-05-04,2,2013-05-04,""
9.010000415E9,60812,2015-04-30,FINANCEIRO,10,BANK OF AMERICA N.A.,USD,3.8234,2,9.037088183676E7,0.0,0.0,0.0,9.037088183676E7,2015-06-10,2,2015-06-10,""
9.010000503E9,60812,2003-04-10,FIRCE 26,42,THE BANK OF NEW YORK,USD,3.8234,2,171272.567592,171272.567592,0.0,0.0,0.0,2003-07-15,"",2003-07-15,""
9.010000504E9,11808,2004-01-09,CARTA DE CREDITO,331,HONGKONG AND SHANGHAI BANKING CORP,USD,3.8234,2,320718.988646,320718.988646,4052.804,4588.08,-8640.884,2004-07-28,"",2004-07-28,""
9.010000505E9,61775,2005-01-19,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,98396.384254,98396.384254,0.0,0.0,0.0,2005-07-18,"",2005-07-18,""
9.010000506E9,248,2006-01-13,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,140207.174954,140207.174954,0.0,0.0,0.0,2006-06-12,"",2006-06-12,""
9.010000507E9,60812,2007-02-01,CARTA DE CREDITO,69,BANK OF AMERICA (ASIA) LTD,USD,3.8234,4,1762894.4954879999,1762894.4954879999,0.0,0.0,0.0,2007-04-30,"",2007-04-30,""
9.010000513E9,100,2013-01-18,IMPORTACAO,221,BANCO BRADESCO S.A.,USD,3.8234,5,1.5808165903921999E7,0.0,0.0,0.0,1.5808165903921999E7,2014-01-13,5,2014-01-13,""
9.010000515E9,60812,2016-02-19,FINANCEIRO,200,BANCO MERCANTIL DE S.P. INTL,USD,3.8234,2,9.037088183676E7,0.0,0.0,0.0,9.037088183676E7,2015-06-10,2,2015-06-10,""
9.010000517E9,5940,2017-01-09,FIANCA,222,BANCO BRADESCO S.A.,USD,3.8234,1,382340.0,0.0,0.0,0.0,382340.0,2017-01-09,1,2017-01-09,""
9.010000603E9,1196,2003-04-10,FIRCE 26,363,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,2,85506.70877,85506.70877,0.0,0.0,0.0,2003-08-15,"",2003-08-15,""
9.010000605E9,95,2005-01-04,CARTA DE CREDITO,675,BANK OF AMERICA N.A.,USD,3.8234,10,1281890.282064,1140944.464464,0.0,0.0,140945.8176,2005-05-31,1,2005-05-31,""
9.010000615E9,60812,2016-02-19,FINANCEIRO,10,BANK OF AMERICA N.A.,USD,3.8234,2,9.037088183676E7,2295039.43676,0.0,0.0,8.80758424E7,2015-06-10,"",2015-06-10,""
9.010000705E9,61775,2005-01-20,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,286500.667432,286500.667432,0.0,0.0,0.0,2005-07-19,"",2005-07-19,""
9.010000713E9,100,2013-01-18,IMPORTACAO,221,BANCO BRADESCO S.A.,USD,3.8234,6,1.18620985E7,8889405.0,0.0,0.0,2972693.5,2014-01-13,3,2014-01-13,""
9.010000715E9,60812,2015-04-30,FINANCEIRO,10,BANK OF AMERICA N.A.,USD,3.8234,2,9.037088183676E7,0.0,0.0,0.0,9.037088183676E7,2015-06-10,2,2015-06-10,""
9.010000717E9,100,2017-01-30,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,387119.25,3823.4,0.0,0.0,383295.85,2017-07-29,1,2017-07-29,""
9.010000805E9,61775,2005-01-24,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,95188.43695199999,95188.43695199999,0.0,0.0,0.0,2005-07-22,"",2005-07-22,""
9.010000807E9,27319,2007-04-30,IMPORTACAO,222,BANCO BRADESCO S.A.,JPY,0.0356,2,4160.199624,4160.199624,0.0,0.0,0.0,2007-07-30,"",2007-07-30,""
9.010000815E9,60812,2015-04-30,FINANCEIRO,10,BANK OF AMERICA N.A.,USD,3.8234,2,9.037088183676E7,2294040.0,0.0,0.0,8.807684183676E7,2015-06-10,1,2015-06-10,""
9.010000904E9,2037,2004-01-12,CARTA DE CREDITO,603,WOORI BANK,USD,3.8234,2,229404.038234,229404.0,0.0,0.0,0.038234,2009-08-01,1,2009-08-01,""
9.010000905E9,61775,2005-01-27,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,222902.384768,222902.384768,0.0,0.0,0.0,2005-07-26,"",2005-07-26,""
9.010000907E9,36585,2007-01-22,FIRCE 26,476,BANCO BRADESCO LUXEMBOURG S.A.,USD,3.8234,12,492016.943614,88437.115466,0.0,0.0,403579.828148,2010-01-06,10,2010-01-06,""
9.010000915E9,60812,2015-04-30,FINANCEIRO,10,BANK OF AMERICA N.A.,USD,3.8234,2,9.037088183676E7,0.0,0.0,0.0,9.037088183676E7,2015-06-10,2,2015-06-10,""
9.010001005E9,61775,2005-01-31,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,372157.90346,372157.90346,0.0,0.0,0.0,2005-07-29,"",2005-07-29,""
9.010001006E9,60812,2006-01-05,FINANCEIRO,11,BANCA INTESA,USD,3.8234,2,3.9149620491072E7,3.9149620491072E7,0.0,0.0,0.0,2006-07-05,"",2006-07-05,""
9.010001015E9,60812,2016-02-19,FINANCEIRO,10,BANK OF AMERICA N.A.,USD,3.8234,2,9.037088183676E7,0.0,0.0,0.0,9.037088183676E7,2015-06-10,2,2015-06-10,""
9.010001103E9,489,2003-04-10,CARTA DE CREDITO,19,JPMORGAN CHASE BANK,USD,3.8234,4,351752.8,351752.8,0.0,0.0,0.0,2003-06-30,"",2003-06-30,""
9.010001204E9,59097,2004-01-12,GARANTIA,511,ABN AMRO BANK N.V.,USD,3.8234,1,255403.12,255403.12,0.0,0.0,0.0,2004-03-15,"",2004-03-15,""
9.010001213E9,100,2013-01-21,FIRCE 26,222,BANCO BRADESCO S.A.,USD,3.8234,2,3000795.4899999998,0.0,0.0,0.0,3000795.4899999998,2013-05-02,2,2013-05-02,""
9.010001304E9,59097,2004-01-13,GARANTIA,511,ABN AMRO BANK N.V.,USD,3.8234,1,135818.485264,135818.485264,0.0,0.0,0.0,2004-03-01,"",2004-03-01,""
9.010001305E9,17906,2005-01-24,IMPORTACAO,22,UNION BANK OF CALIFORNIA,USD,3.8234,2,499128.54408200004,499128.54408200004,0.0,0.0,0.0,2005-07-22,"",2005-07-22,""
9.010001308E9,200,2008-06-23,FIRCE 26,10,BANK OF AMERICA N.A.,USD,3.8234,8,168.2296,19.117,0.0,0.0,149.11260000000001,2008-10-30,7,2008-10-30,""
9.010001313E9,5940,2013-01-22,FINANCEIRO,222,BANCO BRADESCO S.A.,JPY,0.0356,32,9981.50842,1245.043428,0.0,0.0,8736.464992,2014-12-23,27,2014-12-23,""
9.010001406E9,60812,2006-01-05,FINANCEIRO,159,S E B   AG.,USD,3.8234,2,6.2268306588922E7,6.2264483188922E7,5735.1,5735.1,-7646.800000001491,2006-12-29,"",2006-12-29,""
9.010001407E9,9242,2007-01-17,CARTA DE CREDITO,340,CITIBANK N.A.,USD,3.8234,2,392624.946,392624.946,0.0,0.0,0.0,2007-04-02,"",2007-04-02,""
9.010001417E9,5940,2017-04-26,FIRCE 26,222,BANCO BRADESCO S.A.,USD,3.8234,9,4143.303877999999,2662.348122,0.0,0.0,1480.9557559999998,2019-07-12,5,2019-07-12,""
9.010001504E9,11105,2004-01-22,CARTA DE CREDITO,546,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,1,1035352.2502399998,1035352.2502399998,0.0,0.0,0.0,2004-05-06,"",2004-05-06,""
9.010001505E9,45,2005-01-06,CARTA DE CREDITO,682,BANK OF AMERICA N.A.,USD,3.8234,3,988547.7168,988547.7168,0.0,0.0,0.0,2005-05-17,"",2005-05-17,""
9.010001506E9,186,2006-01-26,CARTA DE CREDITO,544,KOREA EXCHANGE BANK,USD,3.8234,1,155726.12615,155726.12615,0.0,0.0,0.0,2006-06-06,"",2006-06-06,""
9.010001507E9,9242,2007-01-11,CARTA DE CREDITO,179,BANK OF AMERICA N.A.,USD,3.8234,1,195222.804,195222.804,0.0,0.0,0.0,2027-05-29,"",2027-05-29,""
9.010001513E9,5940,2013-01-24,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,7,404643.15392199997,0.0,0.0,0.0,404643.15392199997,2016-06-27,7,2016-06-27,""
9.010001516E9,60812,2016-03-11,IMPORTACAO,10,BANK OF AMERICA N.A.,USD,3.8234,8,403209.41715600004,0.0,0.0,0.0,403209.41715600004,2016-09-07,8,2016-09-07,""
9.010001517E9,5940,2017-04-28,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,4,389508.875,198338.875,0.0,0.0,191170.0,2017-05-03,1,2017-05-03,""
9.010001604E9,11105,2004-05-06,IMPORTACAO,255,B.P.D. INTERNATIONAL,USD,3.8234,1,210.287,0.0,0.0,0.0,210.287,2011-12-20,1,2011-12-20,""
9.010001604E9,11105,2004-05-06,IMPORTACAO,546,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,2,1039183.0676359999,1039183.0676359999,0.0,0.0,0.0,2004-08-04,1,2011-12-20,""
9.010001605E9,60812,2005-01-06,FINANCEIRO,42,THE BANK OF NEW YORK,USD,3.8234,2,4.268710021576E7,4.268710021576E7,0.0,0.0,0.0,2005-07-05,"",2005-07-05,""
9.010001613E9,216,2013-01-24,CARTA DE CREDITO,10,BANK OF AMERICA N.A.,USD,3.8234,1,382340.0,0.0,0.0,0.0,382340.0,2014-06-05,1,2014-06-05,""
9.010001617E9,5940,2017-04-28,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,12,387915.77892199997,1147.02,0.0,0.0,386768.758922,2017-05-03,11,2017-05-03,""
9.010001704E9,13313,2004-01-23,IMPORTACAO,486,UNION BANK OF CALIFORNIA N.A.,USD,3.8234,2,2617679.645672,2617679.645672,0.0,0.0,0.0,2004-07-21,"",2004-07-21,""
9.010001707E9,60812,2007-01-03,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,1.22620006493922E8,1.22457282589922E8,162723.904,0.0,-2.9103830456733704E-11,2007-01-18,"",2007-01-18,""
9.010001715E9,3,2015-04-10,CARTA DE CREDITO,753,BANK OF CHINA,EUR,4.3564,1,4.835604,4.835604,0.0,0.0,0.0,2015-04-15,"",2015-04-15,""
9.010001717E9,3,2017-05-09,FIRCE 26,222,BANCO BRADESCO S.A.,R$,1.0,8,103853.75,0.0,0.0,0.0,103853.75,2021-06-15,8,2021-06-15,""
9.010001804E9,138,2004-01-13,CARTA DE CREDITO,322,STANDARD CHARTERED BANK PLC,USD,3.8234,4,3364209.6599999997,3364209.6599999997,0.0,0.0,0.0,2004-05-13,"",2004-05-13,""
9.010001805E9,16801,2005-01-26,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,434712.55086,434712.55086,0.0,0.0,0.0,2005-09-23,"",2005-09-23,""
9.010001817E9,3,2017-05-29,IMPORTACAO,222,BANCO BRADESCO S.A.,EUR,4.3564,4,8233.596,827.716,0.0,0.0,7405.879999999999,2017-05-29,1,2017-05-29,""
9.010001818E9,44221,2018-06-01,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,1,22940.399999999998,0.0,0.0,0.0,22940.399999999998,2018-12-01,1,2018-12-01,""
9.010001905E9,56,2005-01-20,CARTA DE CREDITO,174,BANCO SANTANDER CENTRAL HISPANO,EUR,4.3564,2,667927.560836,667927.560836,0.0,0.0,0.0,2005-06-10,"",2005-06-10,""
9.010001906E9,13428,2006-01-23,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,828330.24267,828330.24267,0.0,0.0,0.0,2006-05-23,"",2006-05-23,""
9.010001915E9,3,2015-04-14,CARTA DE CREDITO,54,WACHOVIA BANK N.A.,EUR,4.3564,2,1655432.0,0.0,0.0,0.0,1655432.0,2015-06-30,2,2015-06-30,""
9.010001915E9,3,2015-04-14,CARTA DE CREDITO,222,BANCO BRADESCO S.A.,EUR,4.3564,1,1306920.0,1306920.0,0.0,0.0,0.0,2015-06-30,2,2015-06-30,""
9.010002003E9,1310,2003-04-10,FIRCE 26,13,BANCO BRADESCO S.A.,USD,3.8234,2,698840.86083,698840.86083,0.0,0.0,0.0,2003-04-14,"",2003-04-14,""
9.010002005E9,56,2005-05-13,IMPORTACAO,174,BANCO SANTANDER CENTRAL HISPANO,EUR,4.3564,2,497526.80058000004,497526.80058000004,0.0,0.0,0.0,2005-11-07,"",2005-11-07,""
9.010002006E9,60812,2006-01-09,FINANCEIRO,222,BANCO BRADESCO S.A.,USD,3.8234,2,3.9191772290818E7,3.9191772290818E7,0.0,0.0,0.0,2006-07-10,"",2006-07-10,""
9.010002007E9,60812,2007-01-04,FINANCEIRO,222,BANCO BRADESCO S.A.,USD,3.8234,2,1.9921347775E7,1.9921347775E7,0.0,0.0,0.0,2007-10-01,"",2007-10-01,""
9.010002012E9,100,2012-04-10,CARTA DE CREDITO,37,CITIBANK N.A.,JPY,0.0356,2,21404.5,0.0,0.0,0.0,21404.5,2015-09-27,2,2015-09-27,""
9.010002012E9,100,2012-04-10,CARTA DE CREDITO,153,CREDIT SUISSE F,JPY,0.0356,1,46291.392,46291.392,0.0,0.0,0.0,2003-05-31,2,2015-09-27,""
9.010002013E9,100,2013-02-04,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,9,186390.75,0.0,0.0,0.0,186390.75,2014-12-24,9,2014-12-24,""
9.010002015E9,3,2015-04-14,CARTA DE CREDITO,222,BANCO BRADESCO S.A.,EUR,4.3564,1,1306920.0,1306920.0,0.0,0.0,0.0,2015-06-30,1,2015-06-30,""
9.010002015E9,3,2015-04-14,CARTA DE CREDITO,10,BANK OF AMERICA N.A.,EUR,4.3564,1,1306920.0,0.0,0.0,0.0,1306920.0,2015-06-30,1,2015-06-30,""
9.010002104E9,60984,2004-01-22,CARTA DE CREDITO,246,BANCO DE CHILE,USD,3.8234,1,164582.0764,164582.0764,0.0,0.0,0.0,2004-04-29,"",2004-04-29,""
9.010002105E9,429,2005-01-18,IMPORTACAO,679,BANCO SANTANDER CENTRAL HISPANO,USD,3.8234,2,1831091.678374,1831091.678374,0.0,0.0,0.0,2006-01-13,"",2006-01-13,""
9.010002107E9,34101,2007-02-16,CARTA DE CREDITO,638,BANCO DE GALICIA Y BUENOS AIRES,USD,3.8234,6,167464.92,27910.82,0.0,0.0,139554.1,2008-09-05,5,2008-09-05,""
9.010002115E9,60812,2015-04-15,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,191189.88168,0.0,0.0,0.0,191189.88168,2015-04-17,2,2015-04-17,""
9.010002203E9,1887,2003-04-10,FIRCE 26,343,BANCA INTESA SPA,USD,3.8234,2,101347.093204,101347.093204,0.0,0.0,0.0,2003-04-21,"",2003-04-21,""
9.010002204E9,956,2004-01-27,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,330865.83343799994,330865.83343799994,0.0,0.0,0.0,2004-07-26,"",2004-07-26,""
9.010002206E9,61487,2006-01-23,CARTA DE CREDITO,757,S E B   AG.,EUR,4.3564,1,409405.7592,409405.7592,0.0,0.0,0.0,2006-08-07,"",2006-08-07,""
9.010002207E9,2263,2007-02-07,CARTA DE CREDITO,54,WACHOVIA BANK N.A.,R$,1.0,1,1717841.5,1717841.5,0.0,0.0,0.0,2007-07-23,1,2007-07-23,""
9.010002207E9,2263,2007-02-07,CARTA DE CREDITO,845,ZURCHER KANTONALBANK,R$,1.0,1,4530576.5,0.0,0.0,0.0,4530576.5,2007-05-14,1,2007-07-23,""
9.010002212E9,100,2012-02-15,IMPORTACAO,409,CREDIT SUISSE,USD,3.8234,1,0.38234,0.0,0.0,0.0,0.38234,2012-03-25,5,2012-05-15,""
9.010002212E9,100,2012-02-15,IMPORTACAO,334,STANDARD BANK OF SOUTH AFRICA,USD,3.8234,4,5238.058,0.0,0.0,0.0,5238.058,2012-05-15,5,2012-05-15,""
9.010002215E9,60812,2015-04-17,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,191185.905344,0.0,0.0,0.0,191185.905344,2015-05-02,2,2015-05-02,""
9.010002216E9,100,2016-03-22,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,1151557.114078,0.0,0.0,0.0,1151557.114078,2016-09-16,2,2016-09-16,""
9.010002306E9,61487,2006-01-23,CARTA DE CREDITO,757,S E B   AG.,EUR,4.3564,1,320404.5072,320404.5072,0.0,0.0,0.0,2006-08-07,2,2011-12-22,""
9.010002306E9,61487,2006-01-23,CARTA DE CREDITO,311,KEYBANK NATL ASSOC.CLEVELAND,EUR,4.3564,2,84.9498,0.0,0.0,0.0,84.9498,2011-12-22,2,2011-12-22,""
9.010002311E9,444,2011-03-17,GARANTIA,100,PHILADELPHIA INTL BANK,USD,3.8234,5,56395.15,2381.9782,0.0,0.0,54013.1718,2013-03-06,4,2013-03-06,""
9.010002316E9,100,2016-03-11,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,5,1356032.546078,0.0,0.0,0.0,1356032.546078,2016-09-07,5,2016-09-07,""
9.010002404E9,621,2004-02-04,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,2,176155.393498,176155.393498,0.0,0.0,0.0,2004-11-29,"",2004-11-29,""
9.010002405E9,59099,2005-01-12,CARTA DE CREDITO,526,INTERNATIONAL COMMERL.BANK OF CHINA,USD,3.8234,1,725826.6092,725826.6092,0.0,0.0,0.0,2005-05-25,"",2005-05-25,""
9.010002406E9,16942,2006-01-24,CARTA DE CREDITO,682,BANK OF AMERICA N.A.,USD,3.8234,2,302096.39249999996,302096.39249999996,0.0,0.0,0.0,2006-05-16,"",2006-05-16,""
9.010002407E9,45,2007-01-09,CARTA DE CREDITO,456,SUMITOMO MITSUI BANKING CORPORATION,USD,3.8234,6,6189717.706536,735026.933088,0.0,0.0,5454690.773448,2007-08-14,5,2007-08-14,""
9.010002503E9,1530,2003-04-10,IMPORTACAO,13,BANCO BRADESCO S.A.,USD,3.8234,2,8478855.993034001,8478855.993034001,0.0,0.0,0.0,2003-04-29,"",2003-04-29,""
9.010002504E9,11105,2004-01-22,CARTA DE CREDITO,546,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,1,434032.368,434032.368,0.0,0.0,0.0,2004-04-29,"",2004-04-29,""
9.010002505E9,429,2005-01-14,CARTA DE CREDITO,748,BANK OF CHINA,USD,3.8234,1,356684.986,356684.986,0.0,0.0,0.0,2005-03-10,"",2005-03-10,""
9.010002506E9,28533,2006-01-19,CARTA DE CREDITO,40,AGRICULTURAL BANK OF CHINA,USD,3.8234,1,95546.766,95546.766,0.0,0.0,0.0,2006-05-11,"",2006-05-11,""
9.010002507E9,60812,2007-01-05,FINANCEIRO,587,BANCO REGIONAL DEL NORTE,EUR,4.3564,2,4398079.857,4398079.857,0.0,0.0,0.0,2007-04-05,"",2007-04-05,""
9.010002515E9,60812,2015-04-20,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,191185.905344,0.0,0.0,0.0,191185.905344,2016-05-05,2,2016-05-05,""
9.010002516E9,100,2016-03-11,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,8,1367035.985406,0.0,0.0,0.0,1367035.985406,2016-09-07,8,2016-09-07,""
9.010002604E9,11105,2004-04-29,IMPORTACAO,546,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,2,435627.452246,435627.452246,0.0,0.0,0.0,2004-07-27,"",2004-07-27,""
9.010002605E9,60812,2005-01-11,FINANCEIRO,42,THE BANK OF NEW YORK,USD,3.8234,2,4.2699775704376E7,4.2699775704376E7,0.0,0.0,0.0,2005-07-11,"",2005-07-11,""
9.010002615E9,60812,2015-04-20,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,191185.905344,0.0,0.0,0.0,191185.905344,2016-05-05,2,2016-05-05,""
9.010002616E9,100,2016-03-11,IMPORTACAO,222,BANCO BRADESCO S.A.,USD,3.8234,8,1520864.061094,0.0,2488.383422,0.0,1518375.677672,2016-09-07,8,2016-09-07,""
9.010002704E9,11105,2004-01-22,CARTA DE CREDITO,546,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,1,331663.12704,331663.12704,0.0,0.0,0.0,2004-03-30,"",2004-03-30,""
9.010002705E9,60812,2005-01-11,FINANCEIRO,59,BANK OF TOKYO-MITSUBISHI UFJ (THE),USD,3.8234,2,1.16481107661422E8,1.16481107661422E8,0.0,0.0,0.0,2005-07-11,"",2005-07-11,""
9.010002706E9,60812,2006-01-10,FINANCEIRO,42,THE BANK OF NEW YORK,USD,3.8234,2,2.9355280600086E7,2.9355280600086E7,0.0,0.0,0.0,2006-07-10,"",2006-07-10,""
9.010002804E9,11105,2004-03-30,IMPORTACAO,546,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,2,332806.247172,332806.247172,0.0,0.0,0.0,2004-06-25,"",2004-06-25,""
9.010002805E9,60812,2005-01-11,FINANCEIRO,209,AMERICAN EXPRESS BANK LTD.,USD,3.8234,2,1.9531367321844E7,1.9531367321844E7,0.0,0.0,0.0,2005-09-08,"",2005-09-08,""
9.010002806E9,60812,2006-01-10,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,3.55619622239098E8,3.55619622239098E8,0.0,0.0,0.0,2006-01-11,"",2006-01-11,""
9.010002815E9,60812,2015-05-04,FINANCEIRO,13,BANCO BRADESCO S.A.,USD,3.8234,2,57352.9117,0.0,0.0,0.0,57352.9117,2015-04-29,2,2015-04-29,""
9.010002904E9,11105,2004-01-22,CARTA DE CREDITO,546,BANCO BILBAO VIZCAYA ARGENTARIA,USD,3.8234,2,3989574.14016,3989574.14016,0.0,0.0,0.0,2004-05-06,"",2004-05-06,""
9.010002906E9,61304,2006-01-13,CARTA DE CREDITO,441,BANCO DEL ESTADO DE CHILE,USD,3.8234,1,4875656.3045540005,4875656.3045540005,0.0,0.0,0.0,2006-03-20,"",2006-03-20,""
